一级类目,一级类目ID,二级类目,二级类目ID,三级类目,三级类目ID,关键词,ID,状态,推荐,来源
母婴,1319,洗护用品,1527,座便器,1562,宝宝坐便器,d0f6d61a863370f8,启用,普通,品牌词
美妆个护,1316,身体护理,1383,美胸,11928,美乳霜,eae069e25abdb7a5,启用,普通,品牌词
美妆个护,1316,面部护肤,1381,面膜,1392,去皱面膜,893e30c0f043fef7,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,美甲,1428,卸甲巾,1f18f3e169084c9f,启用,普通,品牌词
运动户外,1318,健身训练,1463,瑜伽用品,12114,瑜伽球,62aaaec953b21f9a,启用,普通,品牌词
服饰内衣,1315,服饰配件,1346,袖扣,1378,袖扣,488d44cbcaa2c7d7,启用,普通,品牌词
鞋靴,11729,时尚女鞋,11731,凉鞋,6917,女款高跟凉鞋,76e3eb18c8e7475b,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,底妆,1420,高光笔,39ec1947ebbafaa9,启用,普通,品牌词
运动户外,1318,体育用品,1466,台球,1701,台球杆,3eb8a880265a45d3,启用,普通,品牌词
运动户外,1318,体育用品,1466,排球,1699,排球,e0b8c5548d55fb9d,启用,普通,品牌词
家具,9847,书房家具,9851,电脑椅,9882,舒适电脑椅,adfaf0e46e82d716,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰摆件,11166,家装装饰灯,f121a76dba0ffd57,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,底妆,1420,遮瑕液,adcfaa11b26898c3,启用,普通,品牌词
运动户外,1318,垂钓用品,12147,鱼线,13799,鱼线,be50206934aaadc9,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,腮红,1421,胭脂膏,feb57f7be9de64a4,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,底妆,1420,妆前乳,5be3c75f4a863bf7,启用,普通,品牌词
运动户外,1318,垂钓用品,12147,钓鱼配件,12151,鱼钩,c0551574f6242c3f,启用,普通,品牌词
酒类,12259,中外名酒,12260,啤酒,9439,进口啤酒,bd488c4e4c0a02e5,启用,普通,品牌词
运动户外,1318,体育用品,1466,其他,5156,棒球,03a641a16178b61e,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,厨卫挂件,9908,厨卫挂件,5634de1839f0e5e7,启用,普通,品牌词
运动户外,1318,户外装备,1462,户外照明,1476,led手电筒,9cf29134d793964f,启用,普通,品牌词
酒类,12259,中外名酒,12260,啤酒,9439,啤酒,3204f9160741b72d,启用,普通,品牌词
运动户外,1318,健身训练,1463,仰卧板/收腹机,12112,健身器,a39a05aa103dafc8,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,美甲,1428,指甲底油,1ef11bd1b9d69eac,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,美甲,1428,美甲笔,f9a025e98107515a,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,美妆工具,1429,胭脂刷,b3d04186e62fc936,启用,普通,品牌词
运动户外,1318,健身训练,1463,拉力器/臂力器,13794,拉力绳,2d1b587337ed13ee,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,美甲,1428,美甲软化剂,1148e7a27aa7d0a5,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,底妆,1420,持久粉底,01041120194b9a84,启用,普通,品牌词
家具,9847,卧室家具,9848,床头柜,9865,小柜子储物收纳柜,2cd9e0f91902f701,启用,普通,品牌词
家具,9847,卧室家具,9848,床,9863,儿童松木家具,28668ae3a1ff6e2a,启用,普通,品牌词
美妆个护,1316,女性护理,1385,脱毛膏,5150,脱毛蜜蜡,1514b7cb52acb039,停用,普通,品牌词
运动户外,1318,健身训练,1463,运动护具,1487,保暖护肘,9c7ce80a1dc9c466,启用,普通,品牌词
玩具乐器,6233,遥控/电动,6235,遥控车,6245,遥控玩具,e07f83c7e62fe35b,启用,普通,品牌词
运动户外,1318,健身训练,1463,运动护具,1487,保暖护膝,323348212b49f202,启用,普通,品牌词
家用电器,737,个护健康,1276,足浴盆,963,足浴盆,05ccf6589b9a258c,启用,普通,品牌词
运动户外,1318,户外装备,1462,帐篷/垫子,1473,充气防潮垫,54cedd302a574765,启用,普通,品牌词
美妆个护,1316,香水彩妆,1387,美妆工具,1429,双眼皮贴,e0916724b57ea633,启用,普通,品牌词
美妆个护,1316,面部护肤,1381,面膜,1392,金盏花面膜,10a69aa99f68f3ae,启用,普通,品牌词
家用电器,737,厨卫大电,13297,蒸箱,13882,家用蒸箱,f6edf815c8ddc32a,启用,普通,品牌词
礼品箱包,1672,潮流女包,2575,单肩包,5257,简约单肩斜挎包,732bbdeff53bedf8,启用,普通,品牌词
家用电器,737,生活电器,738,冷风扇,1278,冷风扇,ca7226b06a36df99,启用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,耳饰,6191,银耳环吊坠,dde3a4373579204b,启用,普通,品牌词
厨具,6196,厨房配件,6214,储物/置物架,11977,厨房用具,27ea64fc62d7212a,启用,普通,品牌词
家具,9847,客厅家具,9849,沙发,9870,进口家具,0fb290649a2ff719,启用,普通,品牌词
家居家纺,1620,收纳用品,13780,收纳箱/盒,13783,厨房用品收纳盒,d54b03edf28a8418,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,厨卫配件,9918,水封地漏,f087f8552923f124,启用,普通,品牌词
家用电器,737,大 家 电,794,空调,870,移动空调,f0fb7bed0ba0529e,启用,普通,品牌词
服饰内衣,1315,女装,1343,针织衫,1356,针织衫打底衫,634721623eea5fe1,启用,普通,品牌词
母婴,1319,喂养用品,1526,儿童餐具,1552,喂养用品,72655b9c4ab24145,启用,普通,品牌词
运动户外,1318,运动鞋包,12099,跑步鞋,9756,男士运动鞋,6f16566a07a1b28a,启用,普通,品牌词
家居家纺,1620,家纺,1621,地毯,11160,浴室垫,a192fd73727b5736,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,懒人桌,7acefeb1db7e54e3,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,陶瓷件组套,9916,拖布池,fee8b08f08125aab,启用,普通,品牌词
家具,9847,储物家具,9852,层架/置物架,9888,移动餐车,c98ec2da492bd336,启用,普通,品牌词
电脑、办公,670,外设产品,686,键盘,689,有线键盘,6d0343c15e8620c5,启用,普通,品牌词
运动户外,1318,骑行运动,12115,平衡车,12861,两轮平衡车,9fb3a2c65415c75e,启用,普通,品牌词
玩具乐器,6233,遥控/电动,6235,遥控飞机,6246,遥控直升飞机,f3a25a5210e40b2f,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,整体欧式衣柜,a565b228ec8acb66,启用,普通,品牌词
美妆个护,1316,面部护肤,1381,面膜,1392,眼膜贴,66b35980b77b66e7,启用,普通,品牌词
礼品箱包,1672,精品男包,2576,男士钱包,2584,男款钱包,032ccab69df8fd2f,启用,普通,品牌词
运动户外,1318,运动鞋包,12099,跑步鞋,9756,女运动鞋,bb01665b68bdf112,启用,普通,品牌词
服饰内衣,1315,男装,1342,毛呢大衣,9729,男士长款毛呢大衣,5e76f3bd5dbd02a7,启用,普通,品牌词
家居家纺,1620,生活日用,1624,洗晒/熨烫,1660,植绒衣架,845c4a8aa75da663,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,可折叠桌子,ade4e5ec83303858,启用,普通,品牌词
玩具乐器,6233,模型玩具,6253,仿真模型,6261,电动玩具枪,435f40e279b147c8,启用,普通,品牌词
家用电器,737,厨房小电,752,电烧烤炉,13118,烧烤盘,3e41592cfa8405af,启用,普通,品牌词
运动户外,1318,户外装备,1462,旅行装备,2691,睡眠眼罩耳塞,091b819b99c48b5f,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,现代时尚衣柜,eeda89185a2d964c,启用,普通,品牌词
美妆个护,1316,面部护肤,1381,套装,1396,护肤精华,294ca862748e4019,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,大衣柜,75bb77bc42bf526f,启用,普通,品牌词
运动户外,1318,骑行运动,12115,电动车,12118,自行滑板车,c5df1006c9eb7c9d,启用,普通,品牌词
服饰内衣,1315,内衣,1345,睡衣/家居服,1371,睡衣家居服,43bf27ce176a72ae,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,床上折叠桌,92737a90e9332059,启用,普通,品牌词
服饰内衣,1315,内衣,1345,睡衣/家居服,1371,女装睡衣夏装,4b2b37904db492e2,启用,普通,品牌词
珠宝首饰,6144,黄金,6145,黄金手镯/手链/脚链,6148,黄金首饰,5f7448bb2a3cb9b6,启用,普通,品牌词
家居家纺,1620,家纺,1621,床垫/床褥,1631,海绵床垫,c49cd7ca414865f4,启用,普通,品牌词
医药保健,9192,保健器械,9197,养生器械,1508,防褥疮床垫,b4fecc1fa854af9f,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,现代中式衣柜,adfe0e0ba727d48a,启用,普通,品牌词
家用电器,737,大 家 电,794,家电配件,877,电视架,152856c55d99a68a,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,便携式电脑桌,912fb605dc79797b,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,六门衣柜,ccabeba953bc073f,启用,普通,品牌词
美妆个护,1316,面部护肤,1381,乳液面霜,1391,芦荟,f2441262c1bb08ae,启用,普通,品牌词
玩具乐器,6233,动漫玩具,6264,电影周边,6272,变形金刚,35524d8418aa0105,启用,普通,品牌词
运动户外,1318,户外装备,1462,旅行装备,2691,眼罩耳塞,a1916645a4cee9b6,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,休闲鞋,6908,新款休闲男鞋,e4d1b2edf4066d74,启用,普通,品牌词
美妆个护,1316,清洁用品,1625,纸品湿巾,1671,纸巾,54f2ecb023d84ad3,启用,普通,品牌词
玩具乐器,6233,健身玩具,6260,戏水玩具,6269,水枪玩具,2bbf642cba113bd6,启用,普通,品牌词
家具,9847,书房家具,9851,书柜/书架,9881,松木书柜书架,ccc6c69c77b18cd1,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,休闲鞋,6908,户外休闲,5263597e78137be7,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,休闲鞋,6908,男鞋休闲运动鞋,b1b8202c1b544b2d,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,欧式家具衣柜,ee5fd6d8790748c3,启用,普通,品牌词
运动户外,1318,体育用品,1466,棋牌麻将,5155,跳棋,6492c5e17313b564,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,移动电脑桌,310e34779ce755b5,启用,普通,品牌词
家具,9847,客厅家具,9849,沙发,9870,家具沙发,6782805f8b9c560e,启用,普通,品牌词
汽车用品,6728,安全自驾,6747,GPS定位器,14925,摩托车防盗器,a1760f5203009564,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,韩式衣柜,22ae629bdf942072,启用,普通,品牌词
家居家纺,1620,家纺,1621,地垫,14405,厨房脚垫,d84a2ac2e9a93ffa,启用,普通,品牌词
汽车用品,6728,维修保养,6742,燃油滤清器,14890,汽油滤清器,bfd555a6e1d21a5c,启用,普通,品牌词
家居家纺,1620,生活日用,1624,浴室用品,1657,卫生纸盒,1ca5162350293500,启用,普通,品牌词
运动户外,1318,骑行运动,12115,山地车,12117,死飞自行车,cd99e894431d4067,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,冰箱除味剂,fc5d797406106c40,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,家用活性炭,b6307cab8d2c0b37,启用,普通,品牌词
家居家纺,1620,生活日用,1624,浴室用品,1657,粘钩,9a9fe8d341ba9668,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,休闲鞋,6908,男休闲鞋,1d9eed036e88195d,启用,普通,品牌词
食品饮料,1320,休闲食品,1583,坚果炒货,1591,花生豆,4fa7bf4e342fdefc,启用,普通,品牌词
家具,9847,客厅家具,9849,鞋柜,9876,家具鞋柜,9edeb5b08b1ba701,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,除甲醛活性炭,de87cdb40eb7ccb5,启用,普通,品牌词
家居家纺,1620,生活日用,1624,浴室用品,1657,无痕挂钩,de0c4dfea49b6340,启用,普通,品牌词
家具,9847,餐厅家具,9850,酒柜,9879,间厅柜,36cdf6e22aee1ad8,启用,普通,品牌词
运动户外,1318,垂钓用品,12147,钓竿,12148,台钓鱼竿,fa5d50872f9946ca,启用,普通,品牌词
数码,652,影音娱乐,828,耳机/耳麦,842,入耳耳机,9793f2c440a66b94,启用,普通,品牌词
礼品箱包,1672,潮流女包,2575,单肩包,5257,中老年单肩斜挎包,a6c42d3bf4a58d42,启用,普通,品牌词
家装建材,9855,灯饰照明,9856,吸顶灯,9904,客厅灯,b619a8c3081b4e90,启用,普通,品牌词
农资绿植,12473,花卉绿植,12480,多肉植物,12518,绿植小盆栽,64d7d3c8c86f4329,启用,普通,品牌词
农资绿植,12473,花卉绿植,12480,绿植盆栽,12517,绿植花草,b501bca066d62dd9,启用,普通,品牌词
电脑、办公,670,外设产品,686,UPS电源,1048,后备电源ups,ec9b8e2c1f5a506b,启用,普通,品牌词
玩具乐器,6233,遥控/电动,6235,遥控车,6245,遥控车,e637c84369b0bcd0,启用,普通,品牌词
礼品箱包,1672,精品男包,2576,单肩/斜挎包,12072,男士真皮单肩斜挎包,4967a97d1453af4a,启用,普通,品牌词
数码,652,数码配件,829,三脚架/云台,848,单反三脚架,166c64c5286e7241,启用,普通,品牌词
母婴,1319,尿裤湿巾,1525,婴儿尿裤,7057,宝宝的尿裤,b409d1d7ae3524d7,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,厨卫配件,9918,进水管,90a552a2b2e04bfa,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,淋浴花洒,9907,花洒头,031673a2aafea475,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,休闲鞋,6908,夏季休闲男鞋,67f5f02f8e2805f6,启用,普通,品牌词
美妆个护,1316,清洁用品,1625,清洁工具,1667,旋转拖把,2c5db57dc486d833,启用,普通,品牌词
家具,9847,客厅家具,9849,电视柜,9873,电视机柜,a5f1af93b44c9698,启用,普通,品牌词
运动户外,1318,户外装备,1462,背包,1472,双肩登山包,de25563801bc5cc1,启用,普通,品牌词
服饰内衣,1315,内衣,1345,文胸,1364,女内衣,deb15d60fbad554e,启用,普通,品牌词
服饰内衣,1315,内衣,1345,文胸,1364,丰胸内衣,f78a8ded707260e9,启用,普通,品牌词
家具,9847,书房家具,9851,书柜/书架,9881,儿童书柜书架,1722bc3b826b43b8,启用,普通,品牌词
家居家纺,1620,生活日用,1624,浴室用品,1657,防水纸巾架,ab22f7445865e351,启用,普通,品牌词
玩具乐器,6233,健身玩具,6260,爬行垫/毯,6266,游戏垫,2c83109f5e9b67a9,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,淋浴花洒,9907,恒温花洒,09f1a64151172756,启用,普通,品牌词
运动户外,1318,户外装备,1462,烧烤用具,13803,烧烤架,e748f90e18900fea,启用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,实木白色衣柜,6d38bc0f9b019c75,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,折叠电脑桌,61dabe3822d546bb,启用,普通,品牌词
家装建材,9855,五金工具,9858,工具配件,13821,手推车,b5b0b47eeb5533bf,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,除味活性炭,8c226bcc53e122e9,启用,普通,品牌词
农资绿植,12473,花卉绿植,12480,花卉,12515,花苗,73f0650dbab8fbaa,启用,普通,品牌词
家具,9847,客厅家具,9849,电视柜,9873,实木地柜,8013dcbcb47a14f6,启用,普通,品牌词
家具,9847,客厅家具,9849,电视柜,9873,家具电视柜,953b21197b62acdd,启用,普通,品牌词
厨具,6196,烹饪锅具,6197,砂锅,6206,砂锅,7fb9fd3bfffe7c76,启用,普通,品牌词
电脑、办公,670,外设产品,686,键盘,689,折叠键盘,5aa337589b6d6ee4,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,除味剂,c94b6b9a099d9f8d,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,装修除味剂,8e986ad6aa571eaa,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,甲醛除味剂,79754bb9c55cc5a8,启用,普通,品牌词
数码,652,影音娱乐,828,耳机/耳麦,842,面条耳机,51b4866a210b2ae8,启用,普通,品牌词
家用电器,737,厨房小电,752,电饭煲,753,电饭锅,d0109d4bd5f806f8,启用,普通,品牌词
家用电器,737,厨房小电,752,电饭煲,753,电饭煲,90efdc8b79b20bd8,启用,普通,品牌词
礼品箱包,1672,功能箱包,2577,拉杆箱,2589,儿童拉杆箱,320bff8f961414c0,启用,普通,品牌词
家装建材,9855,电工电料,9859,开关插座,9926,电源插座,f8975be17f6c9a36,启用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,纸巾盒套,b54744db4e9cbe19,启用,普通,品牌词
电脑、办公,670,文具/耗材,729,文件管理,4840,报刊架,2709726384a3d986,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,甲醛自测盒,12a23db011075c56,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,甲醛清除剂,781e1358515d2223,启用,普通,品牌词
玩具乐器,6233,遥控/电动,6235,轨道/助力,6249,风火轮,06512591e3304607,启用,普通,品牌词
家居家纺,1620,生活日用,1624,浴室用品,1657,纸巾筒,94b70863b0ac3c6b,启用,普通,品牌词
家具,9847,客厅家具,9849,边桌/茶几,9872,家用茶几,5302ffc0dd9d6f3f,启用,普通,品牌词
美妆个护,1316,清洁用品,1625,清洁工具,1667,地拖桶,4f3db82770cb945d,启用,普通,品牌词
鞋靴,11729,流行男鞋,11730,休闲鞋,6908,男士休闲单鞋,42f869d01154b274,启用,普通,品牌词
美妆个护,1316,清洁用品,1625,清洁工具,1667,平板拖把,e50d06c9ff29889c,启用,普通,品牌词
家装建材,9855,厨房卫浴,9857,厨卫挂件,9908,厨卫五金,b2a7259b25eb9782,启用,普通,品牌词
美妆个护,1316,清洁用品,1625,清洁工具,1667,清洁刷,e11e2648c4277d8d,启用,普通,品牌词
礼品箱包,1672,礼品,2599,工艺礼品,1445,酥油灯,12d6fdef7661f709,启用,普通,品牌词
家具,9847,餐厅家具,9850,椅子,9880,酒吧桌椅,2c10e3e7ed0ec89e,启用,普通,品牌词
美妆个护,1316,清洁用品,1625,清洁工具,1667,刮水器,2e579d8463b0ba50,启用,普通,品牌词
家具,9847,书房家具,9851,书柜/书架,9881,创意书柜书架,1d0fe2e7ddc10b0a,启用,普通,品牌词
运动户外,1318,运动鞋包,12099,跑步鞋,9756,休闲男鞋推荐,b71c9dcb37976457,启用,普通,品牌词
生鲜,12218,冷冻食品,13591,速冻半成品,13596,冷冻食品,dbbd6483dd72a1b8,启用,普通,品牌词
运动户外,1318,运动服饰,12102,套装,9767,运动服男装,3342d43bbe74e5f5,启用,普通,品牌词
汽车用品,6728,安全自驾,6747,摩托车,13270,踏板摩托车,f51003c428a53ca5,启用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,空气盒子,28ec41cc257c38f7,启用,普通,品牌词
厨具,6196,烹饪锅具,6197,炒锅,6199,锅具,12ac08d20835be54,启用,普通,品牌词
电脑、办公,670,外设产品,686,键盘,689,机械键盘,7ce3bec7264503d7,启用,普通,品牌词
汽车用品,6728,安全自驾,6747,摩托车,13270,摩托跑车,5586ff2f33213ea4,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,田园书房家具,4f5a845b15fc1a6f,启用,普通,品牌词
家具,9847,书房家具,9851,电脑桌,11973,简约书房家具,7dd480178eda0123,启用,普通,品牌词
农资绿植,12473,花卉绿植,12480,绿植盆栽,12517,花卉植物,159a528bdc64fdc1,启用,普通,品牌词
汽车用品,6728,安全自驾,6747,摩托车,13270,越野摩托车,842302de0e642d91,启用,普通,品牌词
玩具乐器,6233,模型玩具,6253,仿真模型,6261,玩具汽车,b641b40b995e097b,启用,普通,品牌词
家用电器,737,厨房小电,752,料理机,755,果汁机,e5b278d42a2fede6,启用,普通,品牌词
